index,TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,COURT,Opponent,OppPTS,OppFGM,OppFGA,OppFG%,Opp3PM,Opp3PA,Opp3P%,OppFTM,OppFTA,OppFT%,OppOREB,OppDREB,OppREB,OppAST,OppTOV,OppSTL,OppBLK,OppPF,Pos,OppPos,Pace,OFFRTG,DEFRTG,Margin,formatted_date,week_of_season,PTS/Q
2134,LAL,LAL vs. MIA,2021-11-10,W,36,82,31,63,0.492063492063492,14,30,0.4666666666666667,6,10,0.6,8,23,31,18,16,4,3,14,-4,1,MIA,86,31,65,0.4769230769230769,9,29,0.3103448275862069,15,18,0.8333333333333334,7,25,32,20,9,11,1,14,73.70536363636364,73.70536363636364,98.27381818181819,111.25377578293919,116.68078923576547,0,2021-11-10,3,27.333333333333332
2135,IND,IND @ DEN,2021-11-10,L,36,65,25,59,0.423728813559322,8,23,0.3478260869565217,7,11,0.6363636363636364,8,29,37,16,14,4,10,12,-4,0,DEN,69,26,64,0.40625,8,22,0.3636363636363636,9,10,0.9,8,23,31,15,9,5,3,12,68.11013077593722,68.11013077593722,90.81350770124962,95.43367375674457,101.30651521869807,-3,2021-11-10,3,21.666666666666668
2136,HOU,HOU vs. DET,2021-11-10,L,36,79,28,57,0.4912280701754385,9,20,0.45,14,23,0.6086956521739131,3,24,27,15,13,5,4,13,-3,1,DET,82,32,75,0.4266666666666667,13,38,0.3421052631578947,5,9,0.5555555555555556,13,23,36,18,12,5,3,20,75.02696985446985,75.02696985446985,100.0359598059598,105.29546928689331,109.29403141171204,-8,2021-11-10,3,26.333333333333332
2137,GSW,GSW vs. MIN,2021-11-10,W,36,93,31,60,0.5166666666666667,8,25,0.32,23,30,0.7666666666666667,13,25,38,18,14,11,6,16,9,1,MIN,84,30,73,0.410958904109589,14,34,0.4117647058823529,10,14,0.7142857142857143,13,14,27,23,13,8,3,20,73.45968323586744,73.45968323586744,97.94624431448992,126.60005584477092,114.34843753721245,13,2021-11-10,3,31.0
2138,DET,DET @ HOU,2021-11-10,W,36,82,32,75,0.4266666666666667,13,38,0.3421052631578947,5,9,0.5555555555555556,13,23,36,18,12,5,3,20,3,0,HOU,79,28,57,0.4912280701754385,9,20,0.45,14,23,0.6086956521739131,3,24,27,15,13,5,4,13,75.02696985446985,75.02696985446985,100.0359598059598,109.29403141171204,105.29546928689331,8,2021-11-10,3,27.333333333333332
2139,DEN,DEN vs. IND,2021-11-10,W,36,69,26,64,0.40625,8,22,0.3636363636363636,9,10,0.9,8,23,31,15,9,5,3,12,4,1,IND,65,25,59,0.423728813559322,8,23,0.3478260869565217,7,11,0.6363636363636364,8,29,37,16,14,4,10,12,68.11013077593722,68.11013077593722,90.81350770124962,101.30651521869807,95.43367375674457,3,2021-11-10,3,23.0
2140,DAL,DAL @ CHI,2021-11-10,L,36,80,27,63,0.4285714285714285,9,26,0.3461538461538461,17,21,0.8095238095238095,7,25,32,16,8,7,3,12,-15,0,CHI,95,36,66,0.5454545454545454,13,25,0.52,10,12,0.8333333333333334,4,30,34,20,8,6,2,14,73.24242311276794,73.24242311276794,97.65656415035724,109.22631529657032,129.70624941467725,-10,2021-11-10,3,26.666666666666668
2141,CLE,CLE vs. WAS,2021-11-10,L,36,74,26,56,0.4642857142857143,8,21,0.3809523809523809,14,18,0.7777777777777778,4,27,31,17,10,7,3,15,6,1,WAS,68,23,63,0.365079365079365,5,17,0.2941176470588235,17,17,1.0,11,28,39,15,9,7,2,13,67.79901315789473,67.79901315789473,90.39868421052631,109.14613141590131,100.29644508488227,-3,2021-11-10,3,24.666666666666668
2142,CHI,CHI vs. DAL,2021-11-10,W,36,95,36,66,0.5454545454545454,13,25,0.52,10,12,0.8333333333333334,4,30,34,20,8,6,2,14,15,1,DAL,80,27,63,0.4285714285714285,9,26,0.3461538461538461,17,21,0.8095238095238095,7,25,32,16,8,7,3,12,73.24242311276794,73.24242311276794,97.65656415035724,129.70624941467725,109.22631529657032,10,2021-11-10,3,31.666666666666668
2143,CHA,CHA @ MEM,2021-11-10,W,36,81,31,70,0.4428571428571428,11,29,0.3793103448275862,8,9,0.8888888888888888,6,32,38,25,11,6,6,13,3,0,MEM,78,34,83,0.4096385542168674,5,30,0.1666666666666666,5,10,0.5,16,31,47,20,8,10,5,10,77.67815315315315,77.67815315315315,103.57087087087086,104.27642356570628,100.41433380401345,10,2021-11-10,3,27.0
2144,BOS,BOS vs. TOR,2021-11-10,W,36,80,34,76,0.4473684210526316,7,21,0.3333333333333333,5,9,0.5555555555555556,11,26,37,16,10,6,3,8,12,1,TOR,68,27,61,0.4426229508196721,5,21,0.238095238095238,9,11,0.8181818181818182,4,26,30,15,12,6,6,11,74.39439639639639,74.39439639639639,99.19252852852851,107.5349809597691,91.40473381580372,16,2021-11-10,3,26.666666666666668
2145,BKN,BKN @ ORL,2021-11-10,W,36,94,35,65,0.5384615384615384,12,26,0.4615384615384615,12,14,0.8571428571428571,3,31,34,23,13,6,3,15,19,0,ORL,75,28,69,0.4057971014492754,3,21,0.1428571428571428,16,24,0.6666666666666666,9,28,37,14,13,9,1,14,81.11139919354838,81.11139919354838,108.1485322580645,115.88999935224491,92.46542501508902,33,2021-11-10,3,31.333333333333332
2146,UTA,UTA vs. ATL,2021-11-09,W,36,95,35,61,0.5737704918032787,12,27,0.4444444444444444,13,16,0.8125,6,26,32,17,11,6,3,13,15,1,ATL,80,31,65,0.4769230769230769,14,24,0.5833333333333334,4,5,0.8,3,15,18,17,9,4,3,17,71.34399014778326,71.34399014778326,95.12532019704435,133.1576770562107,112.13278067891426,12,2021-11-09,3,31.666666666666668
2147,POR,POR @ LAC,2021-11-09,L,36,79,30,68,0.4411764705882353,10,29,0.3448275862068966,9,10,0.9,8,27,35,21,10,5,3,11,-4,0,LAC,83,31,64,0.484375,11,23,0.4782608695652174,10,14,0.7142857142857143,4,29,33,15,7,5,0,14,72.62625980819529,72.62625980819529,96.83501307759371,108.77608210671686,114.28373183363922,-8,2021-11-09,3,26.333333333333332
2148,PHI,PHI vs. MIL,2021-11-09,L,36,93,36,74,0.4864864864864865,13,31,0.4193548387096774,8,9,0.8888888888888888,8,24,32,20,7,6,5,14,2,1,MIL,91,35,75,0.4666666666666667,11,30,0.3666666666666666,10,15,0.6666666666666666,9,24,33,15,6,5,3,7,74.88113636363636,74.88113636363636,99.84151515151514,124.19683316286114,121.52593352495016,-9,2021-11-09,3,31.0
2149,MIL,MIL @ PHI,2021-11-09,W,36,91,35,75,0.4666666666666667,11,30,0.3666666666666666,10,15,0.6666666666666666,9,24,33,15,6,5,3,7,-2,0,PHI,93,36,74,0.4864864864864865,13,31,0.4193548387096774,8,9,0.8888888888888888,8,24,32,20,7,6,5,14,74.88113636363636,74.88113636363636,99.84151515151514,121.52593352495016,124.19683316286114,9,2021-11-09,3,30.333333333333332
2150,LAC,LAC vs. POR,2021-11-09,W,36,83,31,64,0.484375,11,23,0.4782608695652174,10,14,0.7142857142857143,4,29,33,15,7,5,0,14,4,1,POR,79,30,68,0.4411764705882353,10,29,0.3448275862068966,9,10,0.9,8,27,35,21,10,5,3,11,72.62625980819529,72.62625980819529,96.83501307759371,114.28373183363922,108.77608210671686,8,2021-11-09,3,27.666666666666668
2151,ATL,ATL @ UTA,2021-11-09,L,36,80,31,65,0.4769230769230769,14,24,0.5833333333333334,4,5,0.8,3,15,18,17,9,4,3,17,-15,0,UTA,95,35,61,0.5737704918032787,12,27,0.4444444444444444,13,16,0.8125,6,26,32,17,11,6,3,13,71.34399014778326,71.34399014778326,95.12532019704435,112.13278067891426,133.1576770562107,-12,2021-11-09,3,26.666666666666668
2154,PHI,PHI vs. NYK,2021-11-08,L,36,69,24,69,0.3478260869565217,10,30,0.3333333333333333,11,13,0.8461538461538461,11,26,37,13,7,6,4,9,-3,1,NYK,72,28,65,0.4307692307692308,8,28,0.2857142857142857,8,10,0.8,10,32,42,17,12,2,3,15,69.44266795865633,69.44266795865633,92.5902239448751,99.36254183246548,103.6826523469205,-7,2021-11-08,3,23.0
2155,NYK,NYK @ PHI,2021-11-08,W,36,72,28,65,0.4307692307692308,8,28,0.2857142857142857,8,10,0.8,10,32,42,17,12,2,3,15,3,0,PHI,69,24,69,0.3478260869565217,10,30,0.3333333333333333,11,13,0.8461538461538461,11,26,37,13,7,6,4,9,69.44266795865633,69.44266795865633,92.5902239448751,103.6826523469205,99.36254183246548,7,2021-11-08,3,24.0
2156,NOP,NOP @ DAL,2021-11-08,L,36,69,27,66,0.4090909090909091,8,27,0.2962962962962963,7,9,0.7777777777777778,8,24,32,22,10,5,0,10,-9,0,DAL,78,32,66,0.4848484848484848,10,28,0.3571428571428571,4,8,0.5,7,28,35,18,8,4,2,10,69.65591397849462,69.65591397849462,92.87455197132616,99.0583513430071,111.97900586600802,-16,2021-11-08,3,23.0
2157,MIN,MIN @ MEM,2021-11-08,L,36,92,33,68,0.4852941176470588,14,32,0.4375,12,14,0.8571428571428571,11,22,33,19,9,6,6,18,11,0,MEM,81,30,60,0.5,7,19,0.3684210526315789,14,17,0.8235294117647058,8,23,31,20,12,5,5,14,70.36191176470587,70.36191176470587,93.81588235294114,130.75255872474457,115.1191006163512,0,2021-11-08,3,30.666666666666668
2159,MEM,MEM vs. MIN,2021-11-08,W,36,81,30,60,0.5,7,19,0.3684210526315789,14,17,0.8235294117647058,8,23,31,20,12,5,5,14,-11,1,MIN,92,33,68,0.4852941176470588,14,32,0.4375,12,14,0.8571428571428571,11,22,33,19,9,6,6,18,70.36191176470587,70.36191176470587,93.81588235294114,115.1191006163512,130.75255872474457,0,2021-11-08,3,27.0
2160,LAL,LAL vs. CHA,2021-11-08,W,36,94,33,64,0.515625,10,23,0.4347826086956521,18,24,0.75,4,28,32,22,8,7,7,15,7,1,CHA,87,32,72,0.4444444444444444,11,29,0.3793103448275862,12,15,0.8,13,27,40,17,13,3,2,17,77.37463414634146,77.37463414634146,103.16617886178861,121.48684260298326,112.43995006871856,0,2021-11-08,3,31.333333333333332
2161,GSW,GSW vs. ATL,2021-11-08,W,36,102,34,68,0.5,13,29,0.4482758620689655,21,22,0.9545454545454546,9,24,33,23,11,8,3,13,17,1,ATL,85,31,67,0.4626865671641791,11,31,0.3548387096774194,12,14,0.8571428571428571,3,19,22,15,10,4,2,14,77.21321428571429,77.21321428571429,102.95095238095237,132.10174054219067,110.08478378515892,14,2021-11-08,3,34.0
2163,DAL,DAL vs. NOP,2021-11-08,W,36,78,32,66,0.4848484848484848,10,28,0.3571428571428571,4,8,0.5,7,28,35,18,8,4,2,10,9,1,NOP,69,27,66,0.4090909090909091,8,27,0.2962962962962963,7,9,0.7777777777777778,8,24,32,22,10,5,0,10,69.65591397849462,69.65591397849462,92.87455197132616,111.97900586600802,99.0583513430071,16,2021-11-08,3,26.0
2164,CHI,CHI vs. BKN,2021-11-08,W,36,76,32,76,0.4210526315789473,4,25,0.16,8,9,0.8888888888888888,13,28,41,11,7,5,3,12,-2,1,BKN,78,29,66,0.4393939393939394,10,28,0.3571428571428571,10,13,0.7692307692307693,5,29,34,18,10,4,4,8,73.6145670995671,73.6145670995671,98.15275613275612,103.24043595502843,105.95728953279233,23,2021-11-08,3,25.333333333333332
2165,CHA,CHA @ LAL,2021-11-08,L,36,87,32,72,0.4444444444444444,11,29,0.3793103448275862,12,15,0.8,13,27,40,17,13,3,2,17,-7,0,LAL,94,33,64,0.515625,10,23,0.4347826086956521,18,24,0.75,4,28,32,22,8,7,7,15,77.37463414634146,77.37463414634146,103.16617886178861,112.43995006871856,121.48684260298326,0,2021-11-08,3,29.0
2166,BKN,BKN @ CHI,2021-11-08,L,36,78,29,66,0.4393939393939394,10,28,0.3571428571428571,10,13,0.7692307692307693,5,29,34,18,10,4,4,8,2,0,CHI,76,32,76,0.4210526315789473,4,25,0.16,8,9,0.8888888888888888,13,28,41,11,7,5,3,12,73.6145670995671,73.6145670995671,98.15275613275612,105.95728953279233,103.24043595502843,-23,2021-11-08,3,26.0
2167,ATL,ATL @ GSW,2021-11-08,L,36,85,31,67,0.4626865671641791,11,31,0.3548387096774194,12,14,0.8571428571428571,3,19,22,15,10,4,2,14,-17,0,GSW,102,34,68,0.5,13,29,0.4482758620689655,21,22,0.9545454545454546,9,24,33,23,11,8,3,13,77.21321428571429,77.21321428571429,102.95095238095237,110.08478378515892,132.10174054219067,-14,2021-11-08,3,28.333333333333332
2168,WAS,WAS vs. MIL,2021-11-07,W,36,82,33,65,0.5076923076923077,10,23,0.4347826086956521,6,9,0.6666666666666666,3,28,31,22,12,6,5,11,11,1,MIL,71,28,70,0.4,8,27,0.2962962962962963,7,15,0.4666666666666667,13,26,39,13,9,8,3,6,73.90433137089991,73.90433137089991,98.53910849453321,110.95425461394241,96.07014728768183,7,2021-11-07,2,27.333333333333332
2169,UTA,UTA @ ORL,2021-11-07,L,36,85,29,73,0.3972602739726027,7,32,0.21875,20,25,0.8,15,30,45,17,10,8,7,10,10,0,ORL,75,31,69,0.4492753623188406,11,26,0.4230769230769231,2,3,0.6666666666666666,6,22,28,19,10,4,8,19,73.66842342342342,73.66842342342342,98.22456456456456,115.38186382983409,101.80752690867712,-7,2021-11-07,2,28.333333333333332
2170,TOR,TOR vs. BKN,2021-11-07,L,36,77,31,65,0.4769230769230769,4,22,0.1818181818181818,11,15,0.7333333333333333,5,22,27,15,7,8,5,12,-11,1,BKN,88,31,62,0.5,13,29,0.4482758620689655,13,15,0.8666666666666667,9,28,37,24,12,3,0,11,71.4289393939394,71.4289393939394,95.23858585858586,107.79944466952745,123.19936533660281,-13,2021-11-07,2,25.666666666666668
2171,SAS,SAS @ OKC,2021-11-07,L,36,69,32,78,0.4102564102564102,5,24,0.2083333333333333,0,2,0.0,7,28,35,23,7,8,8,11,-10,0,OKC,79,27,69,0.391304347826087,10,32,0.3125,15,18,0.8333333333333334,10,34,44,15,11,3,4,7,76.38513478818999,76.38513478818999,101.84684638425331,90.33171204231245,103.4232645122128,-5,2021-11-07,2,23.0
2172,SAC,SAC vs. IND,2021-11-07,L,36,67,24,65,0.3692307692307692,7,27,0.2592592592592592,12,14,0.8571428571428571,6,17,23,15,9,10,4,13,-7,1,IND,74,29,64,0.453125,6,22,0.2727272727272727,10,12,0.8333333333333334,10,31,41,11,16,6,7,17,71.70778778778778,71.70778778778778,95.61038371705037,93.4347608076824,103.19660148908206,-3,2021-11-07,2,22.333333333333332
2173,ORL,ORL vs. UTA,2021-11-07,W,36,75,31,69,0.4492753623188406,11,26,0.4230769230769231,2,3,0.6666666666666666,6,22,28,19,10,4,8,19,-10,1,UTA,85,29,73,0.3972602739726027,7,32,0.21875,20,25,0.8,15,30,45,17,10,8,7,10,73.66842342342342,73.66842342342342,98.22456456456456,101.80752690867712,115.38186382983409,7,2021-11-07,2,25.0
2174,OKC,OKC vs. SAS,2021-11-07,W,36,79,27,69,0.391304347826087,10,32,0.3125,15,18,0.8333333333333334,10,34,44,15,11,3,4,7,10,1,SAS,69,32,78,0.4102564102564102,5,24,0.2083333333333333,0,2,0.0,7,28,35,23,7,8,8,11,76.38513478818999,76.38513478818999,101.84684638425331,103.4232645122128,90.33171204231245,5,2021-11-07,2,26.333333333333332
2175,NYK,NYK vs. CLE,2021-11-07,L,36,75,29,67,0.4328358208955223,5,22,0.2272727272727272,12,12,1.0,6,23,29,14,9,7,8,11,-14,1,CLE,89,35,71,0.4929577464788732,12,25,0.48,7,9,0.7777777777777778,9,30,39,23,11,6,2,11,74.39479166666666,74.39479166666666,99.19305555555555,100.81350901020738,119.63203069211275,-17,2021-11-07,2,25.0
2176,MIL,MIL @ WAS,2021-11-07,L,36,71,28,70,0.4,8,27,0.2962962962962963,7,15,0.4666666666666667,13,26,39,13,9,8,3,6,-11,0,WAS,82,33,65,0.5076923076923077,10,23,0.4347826086956521,6,9,0.6666666666666666,3,28,31,22,12,6,5,11,73.90433137089991,73.90433137089991,98.53910849453321,96.07014728768183,110.95425461394241,-7,2021-11-07,2,23.666666666666668
2177,LAC,LAC vs. CHA,2021-11-07,W,36,89,31,65,0.4769230769230769,13,35,0.3714285714285714,14,15,0.9333333333333332,7,28,35,19,18,8,2,14,2,1,CHA,87,33,75,0.44,8,26,0.3076923076923077,13,16,0.8125,11,23,34,17,13,11,2,15,81.11797435897437,81.11797435897437,108.15729914529915,109.71674367279564,107.25119887115979,14,2021-11-07,2,29.666666666666668
2178,IND,IND @ SAC,2021-11-07,W,36,74,29,64,0.453125,6,22,0.2727272727272727,10,12,0.8333333333333334,10,31,41,11,16,6,7,17,7,0,SAC,67,24,65,0.3692307692307692,7,27,0.2592592592592592,12,14,0.8571428571428571,6,17,23,15,9,10,4,13,71.70778778778778,71.70778778778778,95.61038371705037,103.19660148908206,93.4347608076824,3,2021-11-07,2,24.666666666666668
2179,HOU,HOU @ GSW,2021-11-07,L,36,83,28,56,0.5,7,20,0.35,20,32,0.625,10,21,31,14,20,7,1,13,-20,0,GSW,103,37,66,0.5606060606060606,14,35,0.4,15,18,0.8333333333333334,7,22,29,27,12,11,2,24,78.44,78.44,104.58666666666666,105.81336053034167,131.31055583885774,-13,2021-11-07,2,27.666666666666668
2180,GSW,GSW vs. HOU,2021-11-07,W,36,103,37,66,0.5606060606060606,14,35,0.4,15,18,0.8333333333333334,7,22,29,27,12,11,2,24,20,1,HOU,83,28,56,0.5,7,20,0.35,20,32,0.625,10,21,31,14,20,7,1,13,78.44,78.44,104.58666666666666,131.31055583885774,105.81336053034167,13,2021-11-07,2,34.333333333333336
2181,CLE,CLE @ NYK,2021-11-07,W,36,89,35,71,0.4929577464788732,12,25,0.48,7,9,0.7777777777777778,9,30,39,23,11,6,2,11,14,0,NYK,75,29,67,0.4328358208955223,5,22,0.2272727272727272,12,12,1.0,6,23,29,14,9,7,8,11,74.39479166666666,74.39479166666666,99.19305555555555,119.63203069211275,100.81350901020738,17,2021-11-07,2,29.666666666666668
2182,CHA,CHA @ LAC,2021-11-07,L,36,87,33,75,0.44,8,26,0.3076923076923077,13,16,0.8125,11,23,34,17,13,11,2,15,-2,0,LAC,89,31,65,0.4769230769230769,13,35,0.3714285714285714,14,15,0.9333333333333332,7,28,35,19,18,8,2,14,81.11797435897437,81.11797435897437,108.15729914529915,107.25119887115979,109.71674367279564,-14,2021-11-07,2,29.0
2183,BKN,BKN @ TOR,2021-11-07,W,36,88,31,62,0.5,13,29,0.4482758620689655,13,15,0.8666666666666667,9,28,37,24,12,3,0,11,11,0,TOR,77,31,65,0.4769230769230769,4,22,0.1818181818181818,11,15,0.7333333333333333,5,22,27,15,7,8,5,12,71.4289393939394,71.4289393939394,95.23858585858586,123.19936533660281,107.79944466952745,13,2021-11-07,2,29.333333333333332
2184,UTA,UTA @ MIA,2021-11-06,L,36,78,30,60,0.5,8,29,0.2758620689655172,10,13,0.7692307692307693,3,18,21,16,4,7,3,11,-9,0,MIA,87,36,61,0.5901639344262295,7,15,0.4666666666666667,8,9,0.8888888888888888,6,23,29,22,9,2,0,14,66.20432692307692,66.20432692307692,88.27243589743588,117.81707272793291,131.41135035038673,-3,2021-11-06,2,26.0
2186,PHX,PHX vs. ATL,2021-11-06,W,36,86,33,70,0.4714285714285714,10,34,0.2941176470588235,10,11,0.9090909090909092,4,23,27,18,9,7,3,18,-12,1,ATL,98,34,68,0.5,13,26,0.5,17,20,0.85,9,30,39,16,11,3,1,9,77.75523897058824,77.75523897058824,103.67365196078431,110.60347976363423,126.03652345158321,4,2021-11-06,2,28.666666666666668
2187,PHI,PHI @ CHI,2021-11-06,W,36,84,32,60,0.5333333333333333,7,19,0.3684210526315789,13,17,0.7647058823529411,5,28,33,18,12,5,4,14,7,0,CHI,77,30,75,0.4,5,20,0.25,12,14,0.8571428571428571,15,19,34,15,8,6,1,14,72.18091085271317,72.18091085271317,96.24121447028422,116.37425880009185,106.6764039000842,9,2021-11-06,2,28.0
2188,MIA,MIA vs. UTA,2021-11-06,W,36,87,36,61,0.5901639344262295,7,15,0.4666666666666667,8,9,0.8888888888888888,6,23,29,22,9,2,0,14,9,1,UTA,78,30,60,0.5,8,29,0.2758620689655172,10,13,0.7692307692307693,3,18,21,16,4,7,3,11,66.20432692307692,66.20432692307692,88.27243589743588,131.41135035038673,117.81707272793291,3,2021-11-06,2,29.0
2190,HOU,HOU @ DEN,2021-11-06,L,36,71,28,60,0.4666666666666667,6,23,0.2608695652173913,9,16,0.5625,5,31,36,13,12,7,6,13,-1,0,DEN,72,27,71,0.380281690140845,5,31,0.1612903225806451,13,15,0.8666666666666667,9,29,38,13,8,6,3,14,73.88585294117647,73.88585294117647,98.51447058823528,96.09417388268629,97.44761295145653,-1,2021-11-06,2,23.666666666666668
2191,DEN,DEN vs. HOU,2021-11-06,W,36,72,27,71,0.380281690140845,5,31,0.1612903225806451,13,15,0.8666666666666667,9,29,38,13,8,6,3,14,1,1,HOU,71,28,60,0.4666666666666667,6,23,0.2608695652173913,9,16,0.5625,5,31,36,13,12,7,6,13,73.88585294117647,73.88585294117647,98.51447058823528,97.44761295145653,96.09417388268629,1,2021-11-06,2,24.0
2192,DAL,DAL vs. BOS,2021-11-06,W,36,79,30,56,0.5357142857142857,9,27,0.3333333333333333,10,12,0.8333333333333334,4,26,30,14,11,6,5,13,7,1,BOS,72,30,66,0.4545454545454545,6,24,0.25,6,10,0.6,6,21,27,13,9,4,1,11,69.56315000000001,69.56315000000001,92.75086666666667,113.56587503584872,103.50307598203933,3,2021-11-06,2,26.333333333333332
2193,CHI,CHI vs. PHI,2021-11-06,L,36,77,30,75,0.4,5,20,0.25,12,14,0.8571428571428571,15,19,34,15,8,6,1,14,-7,1,PHI,84,32,60,0.5333333333333333,7,19,0.3684210526315789,13,17,0.7647058823529411,5,28,33,18,12,5,4,14,72.18091085271317,72.18091085271317,96.24121447028422,106.6764039000842,116.37425880009185,-9,2021-11-06,2,25.666666666666668
2194,BOS,BOS @ DAL,2021-11-06,L,36,72,30,66,0.4545454545454545,6,24,0.25,6,10,0.6,6,21,27,13,9,4,1,11,-7,0,DAL,79,30,56,0.5357142857142857,9,27,0.3333333333333333,10,12,0.8333333333333334,4,26,30,14,11,6,5,13,69.56315000000001,69.56315000000001,92.75086666666667,103.50307598203933,113.56587503584872,-3,2021-11-06,2,24.0
2195,ATL,ATL @ PHX,2021-11-06,L,36,98,34,68,0.5,13,26,0.5,17,20,0.85,9,30,39,16,11,3,1,9,12,0,PHX,86,33,70,0.4714285714285714,10,34,0.2941176470588235,10,11,0.9090909090909092,4,23,27,18,9,7,3,18,77.75523897058824,77.75523897058824,103.67365196078431,126.03652345158321,110.60347976363423,-4,2021-11-06,2,32.666666666666664
2197,TOR,TOR vs. CLE,2021-11-05,L,36,80,33,71,0.4647887323943662,9,19,0.4736842105263157,5,9,0.5555555555555556,11,21,32,16,9,8,6,14,6,1,CLE,74,28,62,0.4516129032258064,7,23,0.3043478260869565,11,14,0.7857142857142857,9,23,32,15,16,3,1,10,71.56564705882352,71.56564705882352,95.42086274509802,111.78547709384064,103.4015663118026,-1,2021-11-05,2,26.666666666666668
2198,SAS,SAS @ ORL,2021-11-05,W,36,72,27,67,0.4029850746268656,5,17,0.2941176470588235,13,15,0.8666666666666667,3,37,40,16,10,6,7,10,10,0,ORL,62,25,70,0.3571428571428571,6,29,0.2068965517241379,6,9,0.6666666666666666,6,30,36,16,9,6,7,10,77.49524312896406,77.49524312896406,103.32699083861874,92.90892846181652,80.00491061989756,13,2021-11-05,2,24.0
2199,SAC,SAC vs. CHA,2021-11-05,W,36,106,38,68,0.5588235294117647,15,31,0.4838709677419355,15,19,0.7894736842105263,11,31,42,21,12,2,1,15,17,1,CHA,89,35,71,0.4929577464788732,11,29,0.3793103448275862,8,15,0.5333333333333333,6,16,22,24,6,6,4,15,75.63786786786787,75.63786786786787,100.85049049049049,140.14144368158537,117.66592912887828,30,2021-11-05,2,35.333333333333336
2200,POR,POR vs. IND,2021-11-05,W,36,82,30,61,0.4918032786885246,11,28,0.3928571428571428,11,13,0.8461538461538461,3,29,32,20,11,4,4,10,-1,1,IND,83,33,70,0.4714285714285714,12,38,0.3157894736842105,5,8,0.625,6,27,33,23,7,6,1,14,73.64807142857143,73.64807142857143,98.19742857142856,111.34032216923535,112.69813097617725,4,2021-11-05,2,27.333333333333332
2201,ORL,ORL vs. SAS,2021-11-05,L,36,62,25,70,0.3571428571428571,6,29,0.2068965517241379,6,9,0.6666666666666666,6,30,36,16,9,6,7,10,-10,1,SAS,72,27,67,0.4029850746268656,5,17,0.2941176470588235,13,15,0.8666666666666667,3,37,40,16,10,6,7,10,77.49524312896406,77.49524312896406,103.32699083861874,80.00491061989756,92.90892846181652,-13,2021-11-05,2,20.666666666666668
2202,NYK,NYK @ MIL,2021-11-05,W,36,88,33,75,0.44,9,33,0.2727272727272727,13,15,0.8666666666666667,12,29,41,13,11,8,3,14,5,0,MIL,83,28,67,0.417910447761194,15,36,0.4166666666666667,12,15,0.8,6,25,31,17,11,5,4,12,77.13557528957529,77.13557528957529,102.84743371943371,114.08484304374278,107.60274968898467,15,2021-11-05,2,29.333333333333332
2204,MIN,MIN vs. LAC,2021-11-05,L,36,72,27,68,0.3970588235294117,15,41,0.3658536585365853,3,5,0.6,7,27,34,16,17,5,6,25,-3,1,LAC,75,27,67,0.4029850746268656,4,20,0.2,17,22,0.7727272727272727,10,32,42,11,14,9,2,11,78.67916493416493,78.67916493416493,104.90555324555324,91.51088481969306,95.32383835384694,-20,2021-11-05,2,24.0
2205,MIL,MIL vs. NYK,2021-11-05,L,36,83,28,67,0.417910447761194,15,36,0.4166666666666667,12,15,0.8,6,25,31,17,11,5,4,12,-5,1,NYK,88,33,75,0.44,9,33,0.2727272727272727,13,15,0.8666666666666667,12,29,41,13,11,8,3,14,77.13557528957529,77.13557528957529,102.84743371943371,107.60274968898467,114.08484304374278,-15,2021-11-05,2,27.666666666666668
2207,LAC,LAC @ MIN,2021-11-05,W,36,75,27,67,0.4029850746268656,4,20,0.2,17,22,0.7727272727272727,10,32,42,11,14,9,2,11,3,0,MIN,72,27,68,0.3970588235294117,15,41,0.3658536585365853,3,5,0.6,7,27,34,16,17,5,6,25,78.67916493416493,78.67916493416493,104.90555324555324,95.32383835384694,91.51088481969306,20,2021-11-05,2,25.0
2208,IND,IND @ POR,2021-11-05,L,36,83,33,70,0.4714285714285714,12,38,0.3157894736842105,5,8,0.625,6,27,33,23,7,6,1,14,1,0,POR,82,30,61,0.4918032786885246,11,28,0.3928571428571428,11,13,0.8461538461538461,3,29,32,20,11,4,4,10,73.64807142857143,73.64807142857143,98.19742857142856,112.69813097617725,111.34032216923535,-4,2021-11-05,2,27.666666666666668
2210,DET,DET vs. BKN,2021-11-05,L,36,62,23,67,0.3432835820895522,6,24,0.25,10,12,0.8333333333333334,5,26,31,11,12,10,3,17,-16,1,BKN,78,28,59,0.4745762711864407,11,25,0.44,11,12,0.9166666666666666,2,32,34,19,14,3,3,14,76.43427606177606,76.43427606177606,101.91236808236808,81.11544086567926,102.0484578632739,-6,2021-11-05,2,20.666666666666668
2211,CLE,CLE @ TOR,2021-11-05,W,36,74,28,62,0.4516129032258064,7,23,0.3043478260869565,11,14,0.7857142857142857,9,23,32,15,16,3,1,10,-6,0,TOR,80,33,71,0.4647887323943662,9,19,0.4736842105263157,5,9,0.5555555555555556,11,21,32,16,9,8,6,14,71.56564705882352,71.56564705882352,95.42086274509802,103.4015663118026,111.78547709384064,1,2021-11-05,2,24.666666666666668
